dyad,statelno,statelab,dependl,conttype,statehno,statehab,dependh,begin,end,version
2020,2,"USA",3,1,20,"CAN",0,1920,1959,3.1
2031,2,"USA",1044,5,31,"BHM",0,1973,2016,3.1
2040,2,"USA",1087,5,40,"CUB",0,1909,1971,3.1
2040,2,"USA",1087,5,40,"CUB",0,1902,1906,3.1
2040,2,"USA",1044,4,40,"CUB",0,1916,2016,3.1
2041,2,"USA",1044,4,41,"HAI",0,1934,2016,3.1
2042,2,"USA",5,5,42,"DOM",0,1924,2016,3.1
2042,2,"USA",6,4,42,"DOM",0,1898,1916,3.1
2042,2,"USA",6,4,42,"DOM",0,1924,2016,3.1
2051,2,"USA",1044,4,51,"JAM",0,1962,2016,3.1
2051,2,"USA",1087,5,51,"JAM",0,1962,1971,3.1
2054,2,"USA",5,5,54,"DMA",0,1978,2016,3.1
2054,2,"USA",6,5,54,"DMA",0,1978,2016,3.1
2056,2,"USA",5,5,56,"SLU",0,1979,2016,3.1
2057,2,"USA",5,5,57,"SVG",0,1979,2016,3.1
2058,2,"USA",5,5,58,"AAB",0,1981,2016,3.1
2058,2,"USA",6,5,58,"AAB",0,1981,2016,3.1
2060,2,"USA",5,4,60,"SKN",0,1983,2016,3.1
2060,2,"USA",6,5,60,"SKN",0,1983,2016,3.1
2070,2,"USA",1087,5,70,"MEX",0,1863,1971,3.1
2091,2,"USA",1087,4,91,"HON",0,1899,1971,3.1
2093,2,"USA",1088,4,93,"NIC",0,1916,1970,3.1
2093,2,"USA",96,5,93,"NIC",0,1903,1978,3.1
2094,2,"USA",96,5,94,"COS",0,1920,1978,3.1
2094,2,"USA",1088,4,94,"COS",0,1920,1970,3.1
2095,2,"USA",96,1,95,"PAN",0,1920,1978,3.1
2095,2,"USA",1088,5,95,"PAN",0,1920,1970,3.1
2100,2,"USA",1088,4,100,"COL",0,1928,1970,3.1
2100,2,"USA",1087,5,100,"COL",0,1928,1971,3.1
2100,2,"USA",96,5,100,"COL",0,1903,1978,3.1
2101,2,"USA",5,5,101,"VEN",0,1917,2016,3.1
40200,40,"CUB",0,4,200,"UKG",1032,1973,2016,3.1
40200,40,"CUB",0,4,200,"UKG",31,1902,1905,3.1
40200,40,"CUB",0,5,200,"UKG",80,1902,1905,3.1
101200,101,"VEN",0,4,200,"UKG",57,1962,1979,3.1
101200,101,"VEN",0,5,200,"UKG",1061,1956,2016,3.1
55200,55,"GRN",0,5,200,"UKG",54,1974,1977,3.1
100200,100,"COL",0,5,200,"UKG",1063,1871,1955,3.1
52200,52,"TRI",0,4,200,"UKG",54,1962,1977,3.1
53200,53,"BAR",0,4,200,"UKG",57,1966,1979,3.1
52200,52,"TRI",0,4,200,"UKG",55,1962,1973,3.1
42200,42,"DOM",0,5,200,"UKG",1063,1924,1955,3.1
2200,2,"USA",5,4,200,"UKG",1062,1969,2016,3.1
91200,91,"HON",0,5,200,"UKG",1033,1962,2016,3.1
53200,53,"BAR",0,4,200,"UKG",56,1966,1978,3.1
91200,91,"HON",0,5,200,"UKG",50,1958,1961,3.1
2200,2,"USA",6,5,200,"UKG",1055,1898,1957,3.1
140200,140,"BRA",0,1,200,"UKG",110,1826,1965,3.1
91200,91,"HON",0,5,200,"UKG",51,1899,1957,3.1
2200,2,"USA",1044,5,200,"UKG",1033,1962,2016,3.1
53200,53,"BAR",0,5,200,"UKG",54,1966,1977,3.1
2200,2,"USA",1044,5,200,"UKG",31,1916,1972,3.1
101200,101,"VEN",0,5,200,"UKG",59,1841,1870,3.1
54200,54,"DMA",0,4,200,"UKG",59,1978,2016,3.1
2200,2,"USA",840,5,200,"UKG",835,1898,1940,3.1
56200,56,"SLU",0,5,200,"UKG",60,1979,1982,3.1
93200,93,"NIC",0,5,200,"UKG",51,1900,1957,3.1
56200,56,"SLU",0,3,200,"UKG",57,1979,1979,3.1
54200,54,"DMA",0,5,200,"UKG",57,1978,1979,3.1
2200,2,"USA",5,5,200,"UKG",56,1962,1978,3.1
41200,41,"HAI",0,4,200,"UKG",1032,1973,2016,3.1
2200,2,"USA",980,5,200,"UKG",946,1975,1978,3.1
90200,90,"GUA",0,1,200,"UKG",51,1868,1883,3.1
42200,42,"DOM",0,4,200,"UKG",31,1924,1972,3.1
41200,41,"HAI",0,4,200,"UKG",51,1859,1914,3.1
101200,101,"VEN",0,4,200,"UKG",1049,1841,1897,3.1
2200,2,"USA",0,1,200,"UKG",1026,1816,1841,3.1
40200,40,"CUB",0,4,200,"UKG",50,1958,1961,3.1
2200,2,"USA",4,4,200,"UKG",945,1912,1959,3.1
60200,60,"SKN",0,4,200,"UKG",1062,1983,2016,3.1
42200,42,"DOM",0,4,200,"UKG",50,1958,1961,3.1
101200,101,"VEN",0,5,200,"UKG",1075,1841,1881,3.1
42200,42,"DOM",0,5,200,"UKG",51,1924,1957,3.1
2200,2,"USA",5,5,200,"UKG",1055,1917,1957,3.1
70200,70,"MEX",0,5,200,"UKG",51,1831,1861,3.1
20200,20,"CAN",0,1,200,"UKG",21,1933,1948,3.1
101200,101,"VEN",0,4,200,"UKG",59,1956,1958,3.1
100200,100,"COL",0,5,200,"UKG",50,1958,1961,3.1
54200,54,"DMA",0,4,200,"UKG",56,1978,1978,3.1
2200,2,"USA",991,5,200,"UKG",945,1916,1924,3.1
2200,2,"USA",6,4,200,"UKG",60,1962,1968,3.1
155200,155,"CHL",0,5,200,"UKG",1163,1839,2016,3.1
91200,91,"HON",0,4,200,"UKG",80,1899,1980,3.1
54200,54,"DMA",0,5,200,"UKG",1061,1978,2016,3.1
51200,51,"JAM",0,5,200,"UKG",1032,1973,2016,3.1
100200,100,"COL",0,5,200,"UKG",1081,1831,1859,3.1
53200,53,"BAR",0,5,200,"UKG",58,1966,1980,3.1
56200,56,"SLU",0,5,200,"UKG",58,1979,1980,3.1
2200,2,"USA",3,1,200,"UKG",20,1869,1919,3.1
101200,101,"VEN",0,1,200,"UKG",110,1841,1965,3.1
70200,70,"MEX",0,1,200,"UKG",51,1862,1883,3.1
110200,110,"GUY",0,5,200,"UKG",56,1966,1978,3.1
2200,2,"USA",991,5,200,"UKG",925,1900,1919,3.1
2200,2,"USA",1087,5,200,"UKG",51,1863,1957,3.1
60200,60,"SKN",0,4,200,"UKG",1061,1983,2016,3.1
101200,101,"VEN",0,4,200,"UKG",1063,1871,1939,3.1
93200,93,"NIC",0,5,200,"UKG",1033,1962,2016,3.1
60200,60,"SKN",0,4,200,"UKG",59,1983,2016,3.1
40200,40,"CUB",0,5,200,"UKG",80,1909,1980,3.1
2200,2,"USA",9740,4,200,"UKG",945,1960,1974,3.1
101200,101,"VEN",0,4,200,"UKG",58,1962,1980,3.1
57200,57,"SVG",0,5,200,"UKG",59,1979,2016,3.1
101200,101,"VEN",0,4,200,"UKG",60,1962,1982,3.1
41200,41,"HAI",0,4,200,"UKG",31,1934,1972,3.1
2200,2,"USA",9740,4,200,"UKG",946,1975,1978,3.1
58200,58,"AAB",0,4,200,"UKG",1062,1981,2016,3.1
58200,58,"AAB",0,5,200,"UKG",1061,1981,2016,3.1
40200,40,"CUB",0,4,200,"UKG",51,1909,1957,3.1
55200,55,"GRN",0,2,200,"UKG",57,1974,1979,3.1
2200,2,"USA",1044,4,200,"UKG",51,1916,1957,3.1
55200,55,"GRN",0,5,200,"UKG",58,1974,1980,3.1
55200,55,"GRN",0,5,200,"UKG",59,1974,2016,3.1
101200,101,"VEN",0,5,200,"UKG",56,1962,1978,3.1
2200,2,"USA",5,2,200,"UKG",59,1956,1958,3.1
101200,101,"VEN",0,3,200,"UKG",52,1841,1957,3.1
42200,42,"DOM",0,5,200,"UKG",1061,1956,2016,3.1
101200,101,"VEN",0,4,200,"UKG",59,1962,2016,3.1
101200,101,"VEN",0,4,200,"UKG",54,1841,1870,3.1
42200,42,"DOM",0,5,200,"UKG",51,1894,1915,3.1
56200,56,"SLU",0,5,200,"UKG",1061,1979,2016,3.1
93200,93,"NIC",0,5,200,"UKG",50,1958,1961,3.1
2200,2,"USA",5,4,200,"UKG",60,1956,1957,3.1
100200,100,"COL",0,5,200,"UKG",51,1928,1957,3.1
101200,101,"VEN",0,5,200,"UKG",53,1962,1965,3.1
57200,57,"SVG",0,5,200,"UKG",58,1979,1980,3.1
2200,2,"USA",0,4,200,"UKG",31,1865,1973,3.1
2200,2,"USA",840,3,200,"UKG",823,1945,1945,3.1
2200,2,"USA",0,2,200,"UKG",1028,1849,1865,3.1
52200,52,"TRI",0,5,200,"UKG",56,1962,1978,3.1
58200,58,"AAB",0,4,200,"UKG",60,1981,1982,3.1
2200,2,"USA",6,4,200,"UKG",50,1958,1961,3.1
2200,2,"USA",1087,5,200,"UKG",80,1884,1971,3.1
2200,2,"USA",3,1,200,"UKG",1019,1867,1868,3.1
101200,101,"VEN",0,3,200,"UKG",50,1958,1961,3.1
42200,42,"DOM",0,4,200,"UKG",1032,1973,2016,3.1
2200,2,"USA",6,5,200,"UKG",60,1969,1982,3.1
2200,2,"USA",5,4,200,"UKG",60,1962,1982,3.1
2200,2,"USA",5,2,200,"UKG",1063,1917,1955,3.1
53200,53,"BAR",0,4,200,"UKG",55,1966,1973,3.1
101200,101,"VEN",0,4,200,"UKG",60,1956,1957,3.1
2200,2,"USA",6,5,200,"UKG",59,1962,2016,3.1
2200,2,"USA",6,5,200,"UKG",54,1962,1977,3.1
2200,2,"USA",6,5,200,"UKG",58,1956,1957,3.1
41200,41,"HAI",0,5,200,"UKG",1033,1962,2016,3.1
31200,31,"BHM",0,4,200,"UKG",1032,1973,2016,3.1
2200,2,"USA",0,1,200,"UKG",20,1841,1919,3.1
2200,2,"USA",6,4,200,"UKG",1061,1956,2016,3.1
52200,52,"TRI",0,5,200,"UKG",59,1962,2016,3.1
52200,52,"TRI",0,4,200,"UKG",57,1962,1979,3.1
2200,2,"USA",1087,5,200,"UKG",50,1958,1961,3.1
2200,2,"USA",5,5,200,"UKG",57,1962,1979,3.1
2200,2,"USA",6,4,200,"UKG",60,1956,1957,3.1
2200,2,"USA",1044,5,200,"UKG",1032,1973,2016,3.1
52200,52,"TRI",0,5,200,"UKG",110,1962,1965,3.1
42200,42,"DOM",0,5,200,"UKG",60,1962,1982,3.1
2200,2,"USA",6,4,200,"UKG",1062,1969,2016,3.1
42200,42,"DOM",0,5,200,"UKG",60,1956,1957,3.1
2200,2,"USA",0,1,200,"UKG",1023,1816,1867,3.1
70200,70,"MEX",0,5,200,"UKG",1033,1962,2016,3.1
110200,110,"GUY",0,5,200,"UKG",57,1966,1979,3.1
2200,2,"USA",840,3,200,"UKG",823,1898,1941,3.1
2200,2,"USA",6,4,200,"UKG",1063,1898,1955,3.1
2200,2,"USA",5,5,200,"UKG",58,1956,1957,3.1
2200,2,"USA",991,5,200,"UKG",9201,1900,1915,3.1
2200,2,"USA",6,5,200,"UKG",58,1962,1980,3.1
2200,2,"USA",1044,4,200,"UKG",50,1958,1961,3.1
2200,2,"USA",3,1,200,"UKG",1027,1867,1870,3.1
2200,2,"USA",0,4,200,"UKG",1022,1816,1867,3.1
2200,2,"USA",9740,4,200,"UKG",945,1892,1911,3.1
41200,41,"HAI",0,4,200,"UKG",50,1958,1961,3.1
57200,57,"SVG",0,5,200,"UKG",60,1979,1982,3.1
41200,41,"HAI",0,4,200,"UKG",51,1934,1957,3.1
2200,2,"USA",5,5,200,"UKG",59,1962,2016,3.1
2200,2,"USA",1087,5,200,"UKG",1033,1962,1971,3.1
58200,58,"AAB",0,4,200,"UKG",59,1981,2016,3.1
2200,2,"USA",991,5,200,"UKG",955,1900,1969,3.1
101200,101,"VEN",0,4,200,"UKG",55,1962,1973,3.1
101200,101,"VEN",0,5,200,"UKG",1063,1940,1955,3.1
2200,2,"USA",5,5,200,"UKG",54,1962,1977,3.1
101200,101,"VEN",0,4,200,"UKG",1055,1841,1959,3.1
51200,51,"JAM",0,5,200,"UKG",31,1962,1972,3.1
51200,51,"JAM",0,4,200,"UKG",1033,1962,2016,3.1
2200,2,"USA",0,4,200,"UKG",31,1821,1861,3.1
101200,101,"VEN",0,4,200,"UKG",54,1962,1977,3.1
70200,70,"MEX",0,5,200,"UKG",51,1884,1957,3.1
40200,40,"CUB",0,4,200,"UKG",31,1909,1972,3.1
110200,110,"GUY",0,5,200,"UKG",55,1966,1973,3.1
70200,70,"MEX",0,1,200,"UKG",80,1884,1980,3.1
90200,90,"GUA",0,1,200,"UKG",80,1884,1980,3.1
52200,52,"TRI",0,4,200,"UKG",53,1962,1965,3.1
56200,56,"SLU",0,5,200,"UKG",59,1979,2016,3.1
2200,2,"USA",0,1,200,"UKG",1027,1858,1870,3.1
42200,42,"DOM",0,5,200,"UKG",1063,1894,1915,3.1
101200,101,"VEN",0,5,200,"UKG",53,1841,1957,3.1
70200,70,"MEX",0,1,200,"UKG",80,1831,1861,3.1
2200,2,"USA",0,1,200,"UKG",1025,1816,1841,3.1
2200,2,"USA",6,5,200,"UKG",59,1956,1958,3.1
70200,70,"MEX",0,5,200,"UKG",1082,1852,1859,3.1
2200,2,"USA",6,5,200,"UKG",1032,1973,2016,3.1
40200,40,"CUB",0,4,200,"UKG",1033,1962,2016,3.1
55200,55,"GRN",0,5,200,"UKG",60,1974,1982,3.1
54200,54,"DMA",0,4,200,"UKG",60,1978,1982,3.1
2200,2,"USA",9770,5,200,"UKG",946,1975,1978,3.1
2200,2,"USA",980,5,200,"UKG",945,1947,1974,3.1
160200,160,"ARG",0,5,200,"UKG",1163,1841,2016,3.1
2200,2,"USA",5,2,200,"UKG",1061,1956,2016,3.1
101200,101,"VEN",0,4,200,"UKG",58,1956,1957,3.1
40200,40,"CUB",0,4,200,"UKG",51,1902,1905,3.1
2200,2,"USA",5,5,200,"UKG",58,1962,1980,3.1
42200,42,"DOM",0,4,200,"UKG",31,1894,1915,3.1
2200,2,"USA",9770,5,200,"UKG",945,1935,1974,3.1
41200,41,"HAI",0,4,200,"UKG",31,1859,1914,3.1
101200,101,"VEN",0,5,200,"UKG",1076,1841,1881,3.1
2200,2,"USA",5,4,200,"UKG",50,1958,1961,3.1
2200,2,"USA",840,5,200,"UKG",835,1945,1945,3.1
70200,70,"MEX",0,5,200,"UKG",50,1958,1961,3.1
200210,200,"UKG",1076,4,210,"NTH",1068,1816,1827,3.1
2210,2,"USA",980,5,210,"NTH",851,1949,1961,3.1
200210,200,"UKG",58,4,210,"NTH",1074,1828,1844,3.1
100210,100,"COL",0,4,210,"NTH",1065,1831,1844,3.1
100210,100,"COL",0,4,210,"NTH",68,1845,1940,3.1
200210,200,"UKG",50,2,210,"NTH",68,1958,1961,3.1
200210,200,"UKG",55,5,210,"NTH",1068,1816,1827,3.1
101210,101,"VEN",0,4,210,"NTH",1066,1841,1844,3.1
200210,200,"UKG",8221,3,210,"NTH",850,1914,1940,3.1
200210,200,"UKG",1062,3,210,"NTH",1074,1828,1844,3.1
140210,140,"BRA",0,1,210,"NTH",115,1945,1974,3.1
57210,57,"SVG",0,5,210,"NTH",68,1979,2016,3.1
200210,200,"UKG",9008,4,210,"NTH",850,1901,1930,3.1
200210,200,"UKG",56,5,210,"NTH",1068,1816,1827,3.1
101210,101,"VEN",0,4,210,"NTH",1065,1841,1844,3.1
101210,101,"VEN",0,3,210,"NTH",1069,1841,1844,3.1
200210,200,"UKG",1063,2,210,"NTH",68,1871,1940,3.1
200210,200,"UKG",110,1,210,"NTH",115,1816,1940,3.1
200210,200,"UKG",1061,4,210,"NTH",68,1845,1870,3.1
200210,200,"UKG",2249,4,210,"NTH",0,1816,1889,3.1
200210,200,"UKG",1075,4,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",52,5,210,"NTH",115,1816,1940,3.1
200210,200,"UKG",824,1,210,"NTH",850,1888,1940,3.1
200210,200,"UKG",1076,4,210,"NTH",68,1845,1881,3.1
200210,200,"UKG",58,4,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",54,5,210,"NTH",68,1962,1977,3.1
101210,101,"VEN",0,3,210,"NTH",68,1945,2016,3.1
200210,200,"UKG",59,4,210,"NTH",68,1956,1958,3.1
41210,41,"HAI",0,5,210,"NTH",1069,1986,2016,3.1
200210,200,"UKG",750,4,210,"NTH",850,1903,1940,3.1
200210,200,"UKG",8222,5,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",57,5,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",1062,3,210,"NTH",68,1845,1881,3.1
200210,200,"UKG",57,5,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",56,5,210,"NTH",68,1962,1978,3.1
200210,200,"UKG",1061,4,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",58,4,210,"NTH",68,1962,1980,3.1
200210,200,"UKG",1055,5,210,"NTH",68,1945,1959,3.1
200210,200,"UKG",58,4,210,"NTH",68,1956,1957,3.1
200210,200,"UKG",775,5,210,"NTH",850,1945,1947,3.1
200210,200,"UKG",1055,5,210,"NTH",68,1845,1940,3.1
200210,200,"UKG",1062,3,210,"NTH",68,1969,2016,3.1
200210,200,"UKG",823,1,210,"NTH",850,1901,1940,3.1
200210,200,"UKG",59,4,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",55,5,210,"NTH",68,1962,1973,3.1
200210,200,"UKG",59,4,210,"NTH",68,1845,1870,3.1
200210,200,"UKG",60,2,210,"NTH",68,1956,1957,3.1
200210,200,"UKG",1076,4,210,"NTH",1074,1828,1844,3.1
200210,200,"UKG",820,3,210,"NTH",850,1946,1948,3.1
200210,200,"UKG",911,1,210,"NTH",850,1884,1919,3.1
41210,41,"HAI",0,5,210,"NTH",68,1859,1914,3.1
200210,200,"UKG",54,5,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",900,4,210,"NTH",850,1901,1919,3.1
200210,200,"UKG",827,2,210,"NTH",850,1826,1940,3.1
200210,200,"UKG",1062,4,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",1061,4,210,"NTH",68,1956,2016,3.1
52210,52,"TRI",0,5,210,"NTH",115,1962,1974,3.1
2210,2,"USA",5,4,210,"NTH",68,1917,1940,3.1
54210,54,"DMA",0,5,210,"NTH",68,1978,2016,3.1
2210,2,"USA",6,4,210,"NTH",68,1898,1940,3.1
200210,200,"UKG",56,5,210,"NTH",1074,1828,1837,3.1
42210,42,"DOM",0,5,210,"NTH",68,1945,2016,3.1
42210,42,"DOM",0,5,210,"NTH",68,1924,1940,3.1
42210,42,"DOM",0,5,210,"NTH",68,1894,1915,3.1
2210,2,"USA",980,5,210,"NTH",850,1947,1948,3.1
101210,101,"VEN",0,3,210,"NTH",1069,1986,2016,3.1
200210,200,"UKG",50,5,210,"NTH",115,1958,1961,3.1
58210,58,"AAB",0,4,210,"NTH",68,1981,2016,3.1
200210,200,"UKG",58,4,210,"NTH",1067,1816,1827,3.1
41210,41,"HAI",0,5,210,"NTH",68,1945,2016,3.1
200210,200,"UKG",57,5,210,"NTH",68,1962,1979,3.1
41210,41,"HAI",0,5,210,"NTH",68,1934,1940,3.1
200210,200,"UKG",775,5,210,"NTH",850,1937,1940,3.1
200210,200,"UKG",1061,4,210,"NTH",1074,1828,1844,3.1
200210,200,"UKG",1076,4,210,"NTH",1067,1816,1827,3.1
110210,110,"GUY",0,1,210,"NTH",115,1966,1974,3.1
200210,200,"UKG",1076,4,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",59,4,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",54,5,210,"NTH",68,1845,1870,3.1
200210,200,"UKG",8225,5,210,"NTH",850,1909,1940,3.1
60210,60,"SKN",0,2,210,"NTH",68,1983,2016,3.1
200210,200,"UKG",1075,4,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",57,5,210,"NTH",1074,1828,1832,3.1
200210,200,"UKG",8222,5,210,"NTH",850,1909,1940,3.1
200210,200,"UKG",4781,5,210,"NTH",4535,1861,1870,3.1
200210,200,"UKG",1075,2,210,"NTH",1074,1828,1844,3.1
56210,56,"SLU",0,5,210,"NTH",68,1979,2016,3.1
200210,200,"UKG",110,1,210,"NTH",115,1945,1965,3.1
200210,200,"UKG",1061,4,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",56,5,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",59,4,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",8225,5,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",8224,5,210,"NTH",850,1945,1945,3.1
100210,100,"COL",0,4,210,"NTH",1069,1831,1844,3.1
200210,200,"UKG",58,4,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",59,4,210,"NTH",1074,1828,1844,3.1
55210,55,"GRN",0,5,210,"NTH",68,1974,2016,3.1
100210,100,"COL",0,4,210,"NTH",1069,1986,2016,3.1
2210,2,"USA",840,4,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",58,4,210,"NTH",68,1845,1870,3.1
200210,200,"UKG",1062,4,210,"NTH",1068,1816,1827,3.1
2210,2,"USA",6,5,210,"NTH",1069,1986,2016,3.1
200210,200,"UKG",821,4,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",60,2,210,"NTH",68,1962,1982,3.1
200210,200,"UKG",1063,2,210,"NTH",68,1945,1955,3.1
200210,200,"UKG",827,2,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",905,4,210,"NTH",850,1859,1900,3.1
200210,200,"UKG",54,5,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",1061,4,210,"NTH",1067,1816,1827,3.1
200210,200,"UKG",750,1,210,"NTH",7503,1818,1824,3.1
200210,200,"UKG",1075,2,210,"NTH",1068,1816,1827,3.1
200210,200,"UKG",8224,5,210,"NTH",850,1909,1940,3.1
200210,200,"UKG",1055,5,210,"NTH",1074,1833,1844,3.1
101210,101,"VEN",0,3,210,"NTH",68,1845,1940,3.1
200210,200,"UKG",821,4,210,"NTH",850,1896,1940,3.1
2210,2,"USA",5,4,210,"NTH",68,1945,2016,3.1
200210,200,"UKG",823,1,210,"NTH",850,1945,1948,3.1
200210,200,"UKG",8221,3,210,"NTH",850,1945,1945,3.1
200210,200,"UKG",830,2,210,"NTH",850,1946,1948,3.1
200210,200,"UKG",824,1,210,"NTH",850,1945,1948,3.1
200210,200,"UKG",452,1,210,"NTH",4535,1816,1870,3.1
200210,200,"UKG",55,5,210,"NTH",1067,1816,1827,3.1
100210,100,"COL",0,4,210,"NTH",68,1945,2016,3.1
200210,200,"UKG",55,5,210,"NTH",1074,1828,1832,3.1
42210,42,"DOM",0,5,210,"NTH",1069,1986,2016,3.1
200210,200,"UKG",1075,2,210,"NTH",68,1845,1881,3.1
200210,200,"UKG",1062,3,210,"NTH",1073,1816,1827,3.1
200210,200,"UKG",54,5,210,"NTH",1074,1828,1844,3.1
2210,2,"USA",840,4,210,"NTH",850,1898,1940,3.1
200210,200,"UKG",59,4,210,"NTH",68,1962,2016,3.1
140210,140,"BRA",0,1,210,"NTH",115,1826,1940,3.1
200210,200,"UKG",52,5,210,"NTH",115,1945,1957,3.1
200210,200,"UKG",750,4,210,"NTH",850,1945,1946,3.1
2210,2,"USA",6,4,210,"NTH",68,1945,2016,3.1
200211,200,"UKG",550,1,211,"BEL",490,1953,1959,3.1
200211,200,"UKG",552,1,211,"BEL",490,1889,1898,3.1
200211,200,"UKG",510,3,211,"BEL",490,1945,1959,3.1
200211,200,"UKG",500,1,211,"BEL",490,1894,1940,3.1
200211,200,"UKG",500,1,211,"BEL",490,1945,1959,3.1
200211,200,"UKG",625,1,211,"BEL",490,1898,1940,3.1
200211,200,"UKG",551,1,211,"BEL",490,1899,1940,3.1
200211,200,"UKG",500,1,211,"BEL",515,1922,1940,3.1
200211,200,"UKG",510,1,211,"BEL",515,1922,1940,3.1
200211,200,"UKG",510,3,211,"BEL",490,1922,1940,3.1
200211,200,"UKG",510,1,211,"BEL",515,1945,1960,3.1
200211,200,"UKG",500,1,211,"BEL",515,1945,1961,3.1
200211,200,"UKG",551,1,211,"BEL",490,1945,1952,3.1
200211,200,"UKG",625,1,211,"BEL",490,1945,1955,3.1
53220,53,"BAR",0,5,220,"FRN",65,1966,2016,3.1
200220,200,"UKG",955,5,220,"FRN",9321,1944,1969,3.1
200220,200,"UKG",452,1,220,"FRN",432,1904,1918,3.1
200220,200,"UKG",59,4,220,"FRN",65,1956,1958,3.1
200220,200,"UKG",475,4,220,"FRN",483,1944,1959,3.1
210220,210,"NTH",1067,4,220,"FRN",65,1816,1827,3.1
200220,200,"UKG",1061,4,220,"FRN",65,1956,2016,3.1
200220,200,"UKG",591,4,220,"FRN",585,1960,1975,3.1
200220,200,"UKG",625,1,220,"FRN",482,1944,1955,3.1
200220,200,"UKG",1062,2,220,"FRN",65,1969,2016,3.1
200220,200,"UKG",452,1,220,"FRN",432,1944,1946,3.1
200220,200,"UKG",352,4,220,"FRN",652,1920,1942,3.1
200220,200,"UKG",56,4,220,"FRN",66,1816,1837,3.1
200220,200,"UKG",947,5,220,"FRN",9321,1975,1978,3.1
200220,200,"UKG",475,5,220,"FRN",481,1944,1959,3.1
200220,200,"UKG",52,5,220,"FRN",65,1944,1957,3.1
200220,200,"UKG",52,5,220,"FRN",65,1816,1942,3.1
210220,210,"NTH",850,5,220,"FRN",810,1887,1940,3.1
200220,200,"UKG",8225,5,220,"FRN",810,1909,1940,3.1
200220,200,"UKG",475,1,220,"FRN",471,1922,1942,3.1
200220,200,"UKG",651,5,220,"FRN",652,1920,1921,3.1
200220,200,"UKG",60,2,220,"FRN",65,1962,1968,3.1
200220,200,"UKG",475,5,220,"FRN",461,1944,1959,3.1
200220,200,"UKG",58,4,220,"FRN",65,1816,1870,3.1
200220,200,"UKG",905,5,220,"FRN",930,1859,1900,3.1
200220,200,"UKG",521,1,220,"FRN",522,1884,1939,3.1
210220,210,"NTH",850,5,220,"FRN",810,1946,1948,3.1
211220,211,"BEL",490,1,220,"FRN",482,1906,1940,3.1
56220,56,"SLU",0,4,220,"FRN",65,1979,2016,3.1
200220,200,"UKG",475,5,220,"FRN",461,1922,1942,3.1
200220,200,"UKG",231,4,220,"FRN",615,1831,1942,3.1
52220,52,"TRI",0,5,220,"FRN",66,1962,2016,3.1
200220,200,"UKG",352,4,220,"FRN",660,1944,1945,3.1
200220,200,"UKG",452,1,220,"FRN",439,1919,1931,3.1
200220,200,"UKG",1049,5,220,"FRN",65,1816,1897,3.1
200220,200,"UKG",462,1,220,"FRN",439,1922,1931,3.1
200220,200,"UKG",820,5,220,"FRN",810,1946,1948,3.1
200220,200,"UKG",1023,5,220,"FRN",1029,1816,1866,3.1
200220,200,"UKG",59,4,220,"FRN",65,1816,1870,3.1
200220,200,"UKG",820,5,220,"FRN",815,1949,1953,3.1
200220,200,"UKG",472,1,220,"FRN",471,1922,1942,3.1
200220,200,"UKG",53,5,220,"FRN",65,1816,1942,3.1
200220,200,"UKG",452,1,220,"FRN",437,1889,1942,3.1
200220,200,"UKG",1063,2,220,"FRN",65,1944,1955,3.1
200220,200,"UKG",4784,1,220,"FRN",434,1899,1913,3.1
200220,200,"UKG",780,4,220,"FRN",751,1944,1947,3.1
200220,200,"UKG",955,5,220,"FRN",9321,1900,1942,3.1
60220,60,"SKN",0,5,220,"FRN",66,1983,2016,3.1
200220,200,"UKG",53,4,220,"FRN",66,1962,1965,3.1
200220,200,"UKG",775,1,220,"FRN",810,1937,1940,3.1
200220,200,"UKG",945,5,220,"FRN",9321,1944,1974,3.1
52220,52,"TRI",0,5,220,"FRN",65,1962,2016,3.1
200220,200,"UKG",55,5,220,"FRN",65,1962,1973,3.1
200220,200,"UKG",1062,2,220,"FRN",65,1816,1882,3.1
200220,200,"UKG",472,5,220,"FRN",481,1944,1959,3.1
200220,200,"UKG",475,1,220,"FRN",436,1944,1959,3.1
200220,200,"UKG",20,5,220,"FRN",1029,1841,1919,3.1
