dyad,statelno,statelab,dependl,conttype,statehno,statehab,dependh,begin,end,version
235572,235,"POR",541,1,572,"SWA",0,1968,1974,3.1
235580,235,"POR",541,5,580,"MAG",0,1960,1974,3.1
220580,220,"FRN",585,4,580,"MAG",0,1960,2016,3.1
200580,200,"UKG",591,5,580,"MAG",0,1960,1975,3.1
220580,220,"FRN",5812,5,580,"MAG",0,1974,2016,3.1
220580,220,"FRN",581,5,580,"MAG",0,1960,1974,3.1
220581,220,"FRN",5812,4,581,"COM",0,1975,2016,3.1
200581,200,"UKG",591,5,581,"COM",0,1975,1975,3.1
220581,220,"FRN",585,5,581,"COM",0,1975,2016,3.1
200590,200,"UKG",591,5,590,"MAS",0,1968,1975,3.1
220590,220,"FRN",585,4,590,"MAS",0,1968,2016,3.1
220591,220,"FRN",5812,5,591,"SEY",0,1976,2016,3.1
220591,220,"FRN",585,4,591,"SEY",0,1976,2016,3.1
230600,230,"SPN",6064,1,600,"MOR",0,1847,1910,3.1
220600,220,"FRN",615,1,600,"MOR",0,1956,1961,3.1
230600,230,"SPN",609,1,600,"MOR",0,1884,1910,3.1
200600,200,"UKG",231,3,600,"MOR",0,1956,2016,3.1
230600,230,"SPN",602,1,600,"MOR",0,1956,1957,3.1
230600,230,"SPN",609,1,600,"MOR",0,1958,1974,3.1
230600,230,"SPN",6062,1,600,"MOR",0,1847,1910,3.1
230600,230,"SPN",605,1,600,"MOR",0,1956,1968,3.1
230600,230,"SPN",6030,1,600,"MOR",0,1860,1861,3.1
200600,200,"UKG",231,3,600,"MOR",0,1847,1910,3.1
220600,220,"FRN",615,1,600,"MOR",0,1847,1910,3.1
200615,200,"UKG",231,4,615,"ALG",0,1962,2016,3.1
230615,230,"SPN",609,1,615,"ALG",0,1962,1974,3.1
220616,220,"FRN",615,1,616,"TUN",0,1831,1880,3.1
220616,220,"FRN",615,1,616,"TUN",0,1956,1961,3.1
200616,200,"UKG",338,5,616,"TUN",0,1956,1963,3.1
200616,200,"UKG",338,5,616,"TUN",0,1825,1880,3.1
220620,220,"FRN",483,1,620,"LIB",0,1952,1959,3.1
200620,200,"UKG",338,5,620,"LIB",0,1952,1963,3.1
220620,220,"FRN",615,1,620,"LIB",0,1952,1961,3.1
200620,200,"UKG",625,1,620,"LIB",0,1952,1955,3.1
220620,220,"FRN",616,1,620,"LIB",0,1952,1955,3.1
220620,220,"FRN",436,1,620,"LIB",0,1952,1959,3.1
200625,200,"UKG",681,5,625,"SUD",0,1956,1966,3.1
200625,200,"UKG",501,1,625,"SUD",0,1956,1962,3.1
220625,220,"FRN",483,1,625,"SUD",0,1956,1959,3.1
220625,220,"FRN",482,1,625,"SUD",0,1956,1959,3.1
200625,200,"UKG",500,1,625,"SUD",0,1956,1961,3.1
211625,211,"BEL",490,1,625,"SUD",0,1956,1959,3.1
200630,200,"UKG",694,4,630,"IRN",0,1916,1970,3.1
200630,200,"UKG",645,1,630,"IRN",0,1920,1931,3.1
200630,200,"UKG",696,4,630,"IRN",0,1892,1970,3.1
200630,200,"UKG",750,1,630,"IRN",0,1895,1946,3.1
200630,200,"UKG",690,3,630,"IRN",0,1914,1960,3.1
200630,200,"UKG",692,4,630,"IRN",0,1892,1970,3.1
200640,200,"UKG",651,5,640,"TUR",0,1918,1921,3.1
200640,200,"UKG",645,1,640,"TUR",0,1920,1931,3.1
220640,220,"FRN",660,4,640,"TUR",0,1923,1942,3.1
200640,200,"UKG",352,4,640,"TUR",0,1878,1959,3.1
200640,200,"UKG",681,1,640,"TUR",0,1871,1905,3.1
220640,220,"FRN",652,1,640,"TUR",0,1944,1945,3.1
200640,200,"UKG",625,4,640,"TUR",0,1912,1915,3.1
220640,220,"FRN",615,1,640,"TUR",0,1835,1911,3.1
325640,325,"ITA",531,2,640,"TUR",0,1882,1905,3.1
325640,325,"ITA",531,4,640,"TUR",0,1906,1915,3.1
200640,200,"UKG",3349,2,640,"TUR",0,1816,1863,3.1
220640,220,"FRN",660,4,640,"TUR",0,1944,1945,3.1
200640,200,"UKG",665,5,640,"TUR",0,1920,1947,3.1
200640,200,"UKG",692,5,640,"TUR",0,1916,1916,3.1
200640,200,"UKG",521,4,640,"TUR",0,1884,1905,3.1
325640,325,"ITA",620,5,640,"TUR",0,1912,1941,3.1
200640,200,"UKG",625,1,640,"TUR",0,1898,1911,3.1
220640,220,"FRN",652,1,640,"TUR",0,1920,1942,3.1
200640,200,"UKG",651,1,640,"TUR",0,1882,1917,3.1
325640,325,"ITA",3353,2,640,"TUR",0,1912,1942,3.1
200640,200,"UKG",338,5,640,"TUR",0,1816,1911,3.1
220640,220,"FRN",616,1,640,"TUR",0,1881,1911,3.1
200640,200,"UKG",692,3,640,"TUR",0,1892,1915,3.1
220640,220,"FRN",522,3,640,"TUR",0,1884,1905,3.1
200640,200,"UKG",696,1,640,"TUR",0,1892,1915,3.1
220645,220,"FRN",652,1,645,"IRQ",0,1944,1945,3.1
220645,220,"FRN",652,1,645,"IRQ",0,1932,1942,3.1
200645,200,"UKG",694,5,645,"IRQ",0,1932,1970,3.1
200645,200,"UKG",690,1,645,"IRQ",0,1932,1960,3.1
200645,200,"UKG",692,5,645,"IRQ",0,1932,1970,3.1
200645,200,"UKG",663,1,645,"IRQ",0,1932,1945,3.1
200651,200,"UKG",352,5,651,"EGY",0,1937,1957,3.1
200651,200,"UKG",625,1,651,"EGY",0,1937,1955,3.1
220651,220,"FRN",652,5,651,"EGY",0,1937,1942,3.1
200651,200,"UKG",352,4,651,"EGY",0,1958,1959,3.1
200651,200,"UKG",665,1,651,"EGY",0,1937,1947,3.1
220651,220,"FRN",660,5,651,"EGY",0,1944,1945,3.1
200651,200,"UKG",352,5,651,"EGY",0,1878,1881,3.1
325651,325,"ITA",3353,5,651,"EGY",0,1937,1942,3.1
325651,325,"ITA",620,1,651,"EGY",0,1937,1941,3.1
220651,220,"FRN",652,5,651,"EGY",0,1944,1945,3.1
200651,200,"UKG",663,2,651,"EGY",0,1937,1945,3.1
220651,220,"FRN",660,5,651,"EGY",0,1937,1942,3.1
200652,200,"UKG",665,1,652,"SYR",0,1946,1947,3.1
200652,200,"UKG",352,4,652,"SYR",0,1946,1957,3.1
200660,200,"UKG",665,1,660,"LEB",0,1946,1947,3.1
200660,200,"UKG",352,4,660,"LEB",0,1946,1959,3.1
200663,200,"UKG",665,1,663,"JOR",0,1946,1947,3.1
200666,200,"UKG",352,4,666,"ISR",0,1948,1959,3.1
220670,220,"FRN",522,5,670,"SAU",0,1944,1976,3.1
220670,220,"FRN",522,5,670,"SAU",0,1927,1942,3.1
200670,200,"UKG",665,2,670,"SAU",0,1927,1947,3.1
200670,200,"UKG",663,1,670,"SAU",0,1927,1945,3.1
200670,200,"UKG",681,1,670,"SAU",0,1927,1966,3.1
325670,325,"ITA",531,4,670,"SAU",0,1927,1940,3.1
200670,200,"UKG",690,1,670,"SAU",0,1927,1960,3.1
200670,200,"UKG",694,1,670,"SAU",0,1927,1970,3.1
200670,200,"UKG",645,1,670,"SAU",0,1927,1931,3.1
200670,200,"UKG",692,3,670,"SAU",0,1927,1970,3.1
200670,200,"UKG",625,4,670,"SAU",0,1927,1955,3.1
200670,200,"UKG",696,1,670,"SAU",0,1927,1970,3.1
200678,200,"UKG",681,1,678,"YAR",0,1926,1966,3.1
325678,325,"ITA",531,2,678,"YAR",0,1926,1940,3.1
220678,220,"FRN",522,3,678,"YAR",0,1944,1976,3.1
220678,220,"FRN",522,3,678,"YAR",0,1926,1942,3.1
200678,200,"UKG",521,4,678,"YAR",0,1941,1959,3.1
200678,200,"UKG",625,5,678,"YAR",0,1926,1955,3.1
200678,200,"UKG",521,4,678,"YAR",0,1926,1939,3.1
220680,220,"FRN",522,2,680,"YPR",0,1967,1976,3.1
200690,200,"UKG",694,5,690,"KUW",0,1961,1970,3.1
200690,200,"UKG",692,5,690,"KUW",0,1961,1970,3.1
200700,200,"UKG",750,1,700,"AFG",0,1920,1946,3.1
220710,220,"FRN",815,1,710,"CHN",0,1949,1953,3.1
220710,220,"FRN",812,1,710,"CHN",0,1949,1953,3.1
220710,220,"FRN",810,1,710,"CHN",0,1946,1948,3.1
220710,220,"FRN",810,1,710,"CHN",0,1887,1940,3.1
2710,2,"USA",741,4,710,"CHN",0,1945,1948,3.1
235710,235,"POR",721,1,710,"CHN",0,1860,1941,3.1
220710,220,"FRN",8153,1,710,"CHN",0,1883,1886,3.1
2710,2,"USA",840,4,710,"CHN",0,1945,1945,3.1
200710,200,"UKG",720,1,710,"CHN",0,1860,1940,3.1
200710,200,"UKG",720,1,710,"CHN",0,1945,1997,3.1
230710,230,"SPN",840,4,710,"CHN",0,1860,1894,3.1
235710,235,"POR",721,1,710,"CHN",0,1945,1999,3.1
2710,2,"USA",840,5,710,"CHN",0,1898,1941,3.1
2710,2,"USA",741,5,710,"CHN",0,1949,1971,3.1
200710,200,"UKG",775,1,710,"CHN",0,1945,1947,3.1
235710,235,"POR",721,3,710,"CHN",720,1997,1999,3.1
200710,200,"UKG",750,1,710,"CHN",0,1885,1946,3.1
200710,200,"UKG",775,1,710,"CHN",0,1937,1941,3.1
230710,230,"SPN",840,5,710,"CHN",0,1895,1897,3.1
220710,220,"FRN",8152,4,710,"CHN",0,1883,1886,3.1
2713,2,"USA",741,4,713,"TAW",0,1949,1971,3.1
365740,365,"RUS",0,1,740,"JPN",730,1905,1944,3.1
2740,2,"USA",984,5,740,"JPN",0,1986,2016,3.1
2740,2,"USA",840,4,740,"JPN",713,1898,1941,3.1
2740,2,"USA",741,3,740,"JPN",0,1952,1971,3.1
230740,230,"SPN",840,4,740,"JPN",713,1895,1897,3.1
710740,710,"CHN",0,4,740,"JPN",741,1860,1879,3.1
710740,710,"CHN",0,5,740,"JPN",730,1937,1944,3.1
230740,230,"SPN",840,5,740,"JPN",741,1860,1878,3.1
255740,255,"GMY",9820,5,740,"JPN",0,1899,1918,3.1
210740,210,"NTH",850,5,740,"JPN",980,1920,1940,3.1
2740,2,"USA",985,4,740,"JPN",980,1920,1940,3.1
365740,365,"RUS",0,1,740,"JPN",7351,1905,1944,3.1
2740,2,"USA",980,5,740,"JPN",0,1968,1985,3.1
2740,2,"USA",9720,5,740,"JPN",980,1920,1940,3.1
2740,2,"USA",840,5,740,"JPN",0,1898,1941,3.1
710740,710,"CHN",0,1,740,"JPN",730,1905,1931,3.1
200740,200,"UKG",720,5,740,"JPN",713,1895,1941,3.1
230740,230,"SPN",840,5,740,"JPN",0,1879,1897,3.1
230740,230,"SPN",9820,5,740,"JPN",0,1876,1898,3.1
710740,710,"CHN",0,4,740,"JPN",730,1932,1936,3.1
710740,710,"CHN",0,4,740,"JPN",713,1895,1944,3.1
200740,200,"UKG",945,5,740,"JPN",980,1920,1943,3.1
2740,2,"USA",7411,5,740,"JPN",0,1952,1967,3.1
200750,200,"UKG",781,4,750,"IND",0,1947,1964,3.1
710750,710,"CHN",0,1,750,"IND",761,1951,1974,3.1
235750,235,"POR",752,1,750,"IND",0,1947,1960,3.1
200750,200,"UKG",780,2,750,"IND",0,1947,1947,3.1
220750,220,"FRN",751,1,750,"IND",0,1947,1953,3.1
210750,210,"NTH",850,4,750,"IND",0,1947,1948,3.1
200750,200,"UKG",820,5,750,"IND",0,1947,1956,3.1
200750,200,"UKG",761,1,750,"IND",0,1947,1948,3.1
200750,200,"UKG",760,1,750,"IND",0,1947,1948,3.1
200750,200,"UKG",775,1,750,"IND",0,1947,1947,3.1
710750,710,"CHN",0,1,750,"IND",760,1951,1970,3.1
200770,200,"UKG",775,1,770,"PAK",0,1947,1947,3.1
220775,220,"FRN",810,1,775,"MYA",0,1948,1948,3.1
220775,220,"FRN",812,1,775,"MYA",0,1949,1953,3.1
210775,210,"NTH",850,5,775,"MYA",0,1948,1948,3.1
220780,220,"FRN",751,4,780,"SRI",0,1948,1953,3.1
200781,200,"UKG",5920,5,781,"MAD",0,1965,2016,3.1
200790,200,"UKG",761,1,790,"NEP",0,1920,1948,3.1
750790,750,"IND",761,1,790,"NEP",0,1949,1974,3.1
200790,200,"UKG",750,1,790,"NEP",0,1920,1946,3.1
200800,200,"UKG",775,1,800,"THI",0,1937,1941,3.1
220800,220,"FRN",811,1,800,"THI",0,1949,1952,3.1
200800,200,"UKG",8223,1,800,"THI",0,1909,1941,3.1
200800,200,"UKG",8224,1,800,"THI",0,1909,1941,3.1
210800,210,"NTH",850,4,800,"THI",0,1903,1940,3.1
200800,200,"UKG",750,1,800,"THI",0,1887,1936,3.1
220800,220,"FRN",815,5,800,"THI",0,1949,1953,3.1
200800,200,"UKG",775,1,800,"THI",0,1945,1947,3.1
200800,200,"UKG",821,1,800,"THI",0,1896,1941,3.1
220800,220,"FRN",810,1,800,"THI",0,1946,1948,3.1
200800,200,"UKG",8222,1,800,"THI",0,1945,1945,3.1
200800,200,"UKG",821,1,800,"THI",0,1945,1945,3.1
200800,200,"UKG",820,1,800,"THI",0,1946,1956,3.1
220800,220,"FRN",810,1,800,"THI",0,1887,1940,3.1
200800,200,"UKG",8223,1,800,"THI",0,1945,1945,3.1
210800,210,"NTH",850,4,800,"THI",0,1945,1948,3.1
220800,220,"FRN",812,1,800,"THI",0,1949,1953,3.1
200800,200,"UKG",8201,1,800,"THI",0,1887,1895,3.1
200800,200,"UKG",8224,1,800,"THI",0,1945,1945,3.1
200800,200,"UKG",750,5,800,"THI",0,1937,1941,3.1
200800,200,"UKG",8222,1,800,"THI",0,1909,1941,3.1
200800,200,"UKG",750,5,800,"THI",0,1945,1946,3.1
200811,200,"UKG",820,5,811,"CAM",0,1953,1956,3.1
220811,220,"FRN",812,1,811,"CAM",0,1953,1953,3.1
220811,220,"FRN",815,1,811,"CAM",0,1953,1953,3.1
200817,200,"UKG",820,5,817,"RVN",0,1954,1956,3.1
200820,200,"UKG",835,1,820,"MAL",0,1963,1983,3.1
200820,200,"UKG",830,1,820,"MAL",0,1957,1962,3.1
200840,200,"UKG",823,3,840,"PHI",0,1946,1962,3.1
2840,2,"USA",741,5,840,"PHI",0,1946,1971,3.1
210840,210,"NTH",850,4,840,"PHI",0,1946,1948,3.1
200840,200,"UKG",835,5,840,"PHI",0,1946,1983,3.1
200850,200,"UKG",824,1,850,"INS",0,1949,1962,3.1
200850,200,"UKG",830,2,850,"INS",0,1949,1962,3.1
200850,200,"UKG",823,1,850,"INS",0,1949,1962,3.1
220850,220,"FRN",815,5,850,"INS",0,1949,1953,3.1
200850,200,"UKG",820,3,850,"INS",0,1949,1956,3.1
235850,235,"POR",860,1,850,"INS",0,1949,1974,3.1
2850,2,"USA",980,5,850,"INS",0,1949,1994,3.1
210850,210,"NTH",851,3,850,"INS",0,1949,1961,3.1
210900,210,"NTH",851,1,900,"AUL",910,1949,1961,3.1
740900,740,"JPN",980,5,900,"AUL",912,1921,1941,3.1
235900,235,"POR",860,5,900,"AUL",0,1920,1941,3.1
200900,200,"UKG",940,3,900,"AUL",912,1921,1941,3.1
235900,235,"POR",860,5,900,"AUL",9008,1945,1974,3.1
210900,210,"NTH",850,1,900,"AUL",912,1945,1948,3.1
220900,220,"FRN",930,5,900,"AUL",0,1944,2016,3.1
210900,210,"NTH",850,4,900,"AUL",0,1920,1940,3.1
740900,740,"JPN",980,5,900,"AUL",970,1920,1941,3.1
200900,200,"UKG",940,2,900,"AUL",910,1949,1974,3.1
850900,850,"INS",0,5,900,"AUL",9001,1958,2016,3.1
220900,220,"FRN",930,5,900,"AUL",0,1920,1942,3.1
220900,220,"FRN",9973,5,900,"AUL",9005,1947,1954,3.1
235900,235,"POR",860,5,900,"AUL",9008,1931,1941,3.1
210900,210,"NTH",851,4,900,"AUL",0,1949,1961,3.1
210900,210,"NTH",850,4,900,"AUL",9008,1931,1940,3.1
200900,200,"UKG",945,5,900,"AUL",970,1945,1967,3.1
860900,860,"ETM",0,5,900,"AUL",9008,2002,2016,3.1
220900,220,"FRN",9970,5,900,"AUL",9005,1955,2016,3.1
850900,850,"INS",0,4,900,"AUL",9008,1949,2016,3.1
210900,210,"NTH",850,1,900,"AUL",911,1945,1948,3.1
210900,210,"NTH",850,4,900,"AUL",0,1945,1948,3.1
2900,2,"USA",980,5,900,"AUL",970,1947,1967,3.1
200900,200,"UKG",940,5,900,"AUL",911,1920,1948,3.1
850900,850,"INS",0,1,900,"AUL",910,1963,1974,3.1
210900,210,"NTH",850,1,900,"AUL",911,1920,1940,3.1
2900,2,"USA",980,5,900,"AUL",912,1947,1948,3.1
210900,210,"NTH",850,4,900,"AUL",9008,1945,1948,3.1
210900,210,"NTH",850,1,900,"AUL",912,1921,1940,3.1
200900,200,"UKG",9008,4,900,"AUL",0,1920,1930,3.1
235900,235,"POR",860,5,900,"AUL",0,1945,1974,3.1
2900,2,"USA",980,5,900,"AUL",910,1949,1974,3.1
200900,200,"UKG",945,5,900,"AUL",970,1920,1941,3.1
200900,200,"UKG",940,3,900,"AUL",912,1945,1948,3.1
2910,2,"USA",987,5,910,"PNG",0,1986,1990,3.1
200910,200,"UKG",940,2,910,"PNG",0,1975,1977,3.1
2910,2,"USA",980,5,910,"PNG",0,1975,1985,3.1
200920,200,"UKG",945,5,920,"NEW",990,1920,1924,3.1
2920,2,"USA",991,5,920,"NEW",925,1920,2016,3.1
220920,220,"FRN",9321,5,920,"NEW",9201,1944,2016,3.1
220920,220,"FRN",9321,5,920,"NEW",9201,1925,1942,3.1
220920,220,"FRN",960,5,920,"NEW",925,1920,1942,3.1
2920,2,"USA",991,4,920,"NEW",990,1920,1961,3.1
220920,220,"FRN",960,5,920,"NEW",925,1944,2016,3.1
200920,200,"UKG",946,5,920,"NEW",9201,1975,1978,3.1
220920,220,"FRN",9321,5,920,"NEW",990,1944,1961,3.1
2920,2,"USA",991,5,920,"NEW",9253,1920,2016,3.1
200920,200,"UKG",955,4,920,"NEW",990,1920,1961,3.1
220920,220,"FRN",9321,5,920,"NEW",990,1920,1942,3.1
2920,2,"USA",991,5,920,"NEW",9201,1925,2016,3.1
200920,200,"UKG",945,5,920,"NEW",9201,1925,1974,3.1
200920,200,"UKG",955,5,920,"NEW",9253,1920,1969,3.1
220935,220,"FRN",930,4,935,"VAN",0,1981,2016,3.1
220940,220,"FRN",935,5,940,"SOL",0,1978,1980,3.1
200940,200,"UKG",935,5,940,"SOL",0,1978,1980,3.1
200950,200,"UKG",947,5,950,"FIJ",0,1975,1978,3.1
200950,200,"UKG",945,5,950,"FIJ",0,1970,1974,3.1
220950,220,"FRN",9321,5,950,"FIJ",0,1970,2016,3.1
2983,2,"USA",9720,5,983,"MSI",0,1991,2016,3.1
2987,2,"USA",980,5,987,"FSM",0,1991,1994,3.1
2987,2,"USA",985,5,987,"FSM",0,1991,2016,3.1
2990,2,"USA",991,4,990,"WSM",0,1976,2016,3.1
220990,220,"FRN",9321,5,990,"WSM",0,1976,2016,3.1
920990,920,"NEW",9201,5,990,"WSM",0,1976,2016,3.1
