dyad,statelno,statelab,statehno,statehab,year,land,sea,total,version
160200,160,"ARG",200,"UKG",2009,0,1,1,3.1
160200,160,"ARG",200,"UKG",2010,0,1,1,3.1
160200,160,"ARG",200,"UKG",2011,0,1,1,3.1
160200,160,"ARG",200,"UKG",2012,0,1,1,3.1
160200,160,"ARG",200,"UKG",2013,0,1,1,3.1
160200,160,"ARG",200,"UKG",2014,0,1,1,3.1
160200,160,"ARG",200,"UKG",2015,0,1,1,3.1
160200,160,"ARG",200,"UKG",2016,0,1,1,3.1
200210,200,"UKG",210,"NTH",1816,2,28,30,3.1
200210,200,"UKG",210,"NTH",1817,2,28,30,3.1
200210,200,"UKG",210,"NTH",1818,3,28,31,3.1
200210,200,"UKG",210,"NTH",1819,3,28,31,3.1
200210,200,"UKG",210,"NTH",1820,3,28,31,3.1
200210,200,"UKG",210,"NTH",1821,3,28,31,3.1
200210,200,"UKG",210,"NTH",1822,3,28,31,3.1
200210,200,"UKG",210,"NTH",1823,3,28,31,3.1
200210,200,"UKG",210,"NTH",1824,3,28,31,3.1
200210,200,"UKG",210,"NTH",1825,2,28,30,3.1
200210,200,"UKG",210,"NTH",1826,2,29,31,3.1
200210,200,"UKG",210,"NTH",1827,2,29,31,3.1
200210,200,"UKG",210,"NTH",1828,2,13,15,3.1
200210,200,"UKG",210,"NTH",1829,2,13,15,3.1
200210,200,"UKG",210,"NTH",1830,2,13,15,3.1
200210,200,"UKG",210,"NTH",1831,2,13,15,3.1
200210,200,"UKG",210,"NTH",1832,2,13,15,3.1
200210,200,"UKG",210,"NTH",1833,2,12,14,3.1
200210,200,"UKG",210,"NTH",1834,2,12,14,3.1
200210,200,"UKG",210,"NTH",1835,2,12,14,3.1
200210,200,"UKG",210,"NTH",1836,2,12,14,3.1
200210,200,"UKG",210,"NTH",1837,2,12,14,3.1
200210,200,"UKG",210,"NTH",1838,2,11,13,3.1
200210,200,"UKG",210,"NTH",1839,2,11,13,3.1
200210,200,"UKG",210,"NTH",1840,2,11,13,3.1
200210,200,"UKG",210,"NTH",1841,2,11,13,3.1
200210,200,"UKG",210,"NTH",1842,2,11,13,3.1
200210,200,"UKG",210,"NTH",1843,2,11,13,3.1
200210,200,"UKG",210,"NTH",1844,2,11,13,3.1
200210,200,"UKG",210,"NTH",1845,2,11,13,3.1
200210,200,"UKG",210,"NTH",1846,2,11,13,3.1
200210,200,"UKG",210,"NTH",1847,2,11,13,3.1
200210,200,"UKG",210,"NTH",1848,2,11,13,3.1
200210,200,"UKG",210,"NTH",1849,2,11,13,3.1
200210,200,"UKG",210,"NTH",1850,2,11,13,3.1
200210,200,"UKG",210,"NTH",1851,2,11,13,3.1
200210,200,"UKG",210,"NTH",1852,2,11,13,3.1
200210,200,"UKG",210,"NTH",1853,2,11,13,3.1
200210,200,"UKG",210,"NTH",1854,2,11,13,3.1
200210,200,"UKG",210,"NTH",1855,2,11,13,3.1
200210,200,"UKG",210,"NTH",1856,2,11,13,3.1
200210,200,"UKG",210,"NTH",1857,2,11,13,3.1
200210,200,"UKG",210,"NTH",1858,2,11,13,3.1
200210,200,"UKG",210,"NTH",1859,2,12,14,3.1
200210,200,"UKG",210,"NTH",1860,2,12,14,3.1
200210,200,"UKG",210,"NTH",1861,2,13,15,3.1
200210,200,"UKG",210,"NTH",1862,2,13,15,3.1
200210,200,"UKG",210,"NTH",1863,2,13,15,3.1
200210,200,"UKG",210,"NTH",1864,2,13,15,3.1
200210,200,"UKG",210,"NTH",1865,2,13,15,3.1
200210,200,"UKG",210,"NTH",1866,2,13,15,3.1
200210,200,"UKG",210,"NTH",1867,2,13,15,3.1
200210,200,"UKG",210,"NTH",1868,2,13,15,3.1
200210,200,"UKG",210,"NTH",1869,2,13,15,3.1
200210,200,"UKG",210,"NTH",1870,2,13,15,3.1
200210,200,"UKG",210,"NTH",1871,1,9,10,3.1
200210,200,"UKG",210,"NTH",1872,1,9,10,3.1
200210,200,"UKG",210,"NTH",1873,1,9,10,3.1
200210,200,"UKG",210,"NTH",1874,1,9,10,3.1
200210,200,"UKG",210,"NTH",1875,1,9,10,3.1
200210,200,"UKG",210,"NTH",1876,1,9,10,3.1
200210,200,"UKG",210,"NTH",1877,1,9,10,3.1
200210,200,"UKG",210,"NTH",1878,1,9,10,3.1
200210,200,"UKG",210,"NTH",1879,1,9,10,3.1
200210,200,"UKG",210,"NTH",1880,1,9,10,3.1
200210,200,"UKG",210,"NTH",1881,1,9,10,3.1
200210,200,"UKG",210,"NTH",1882,1,6,7,3.1
200210,200,"UKG",210,"NTH",1883,1,6,7,3.1
200210,200,"UKG",210,"NTH",1884,2,6,8,3.1
200210,200,"UKG",210,"NTH",1885,2,6,8,3.1
200210,200,"UKG",210,"NTH",1886,2,6,8,3.1
200210,200,"UKG",210,"NTH",1887,2,6,8,3.1
200210,200,"UKG",210,"NTH",1888,3,6,9,3.1
200210,200,"UKG",210,"NTH",1889,3,6,9,3.1
200210,200,"UKG",210,"NTH",1890,3,5,8,3.1
200210,200,"UKG",210,"NTH",1891,3,5,8,3.1
200210,200,"UKG",210,"NTH",1892,3,5,8,3.1
200210,200,"UKG",210,"NTH",1893,3,5,8,3.1
200210,200,"UKG",210,"NTH",1894,3,5,8,3.1
200210,200,"UKG",210,"NTH",1895,3,5,8,3.1
200210,200,"UKG",210,"NTH",1896,3,6,9,3.1
200210,200,"UKG",210,"NTH",1897,3,6,9,3.1
200210,200,"UKG",210,"NTH",1898,3,6,9,3.1
200210,200,"UKG",210,"NTH",1899,3,6,9,3.1
200210,200,"UKG",210,"NTH",1900,3,6,9,3.1
200210,200,"UKG",210,"NTH",1901,4,7,11,3.1
200210,200,"UKG",210,"NTH",1902,4,7,11,3.1
200210,200,"UKG",210,"NTH",1903,4,8,12,3.1
200210,200,"UKG",210,"NTH",1904,4,8,12,3.1
200210,200,"UKG",210,"NTH",1905,4,8,12,3.1
200210,200,"UKG",210,"NTH",1906,4,8,12,3.1
200210,200,"UKG",210,"NTH",1907,4,8,12,3.1
200210,200,"UKG",210,"NTH",1908,4,8,12,3.1
200210,200,"UKG",210,"NTH",1909,4,11,15,3.1
200210,200,"UKG",210,"NTH",1910,4,11,15,3.1
200210,200,"UKG",210,"NTH",1911,4,11,15,3.1
200210,200,"UKG",210,"NTH",1912,4,11,15,3.1
200210,200,"UKG",210,"NTH",1913,4,11,15,3.1
200210,200,"UKG",210,"NTH",1914,4,12,16,3.1
200210,200,"UKG",210,"NTH",1915,4,12,16,3.1
200210,200,"UKG",210,"NTH",1916,4,12,16,3.1
200210,200,"UKG",210,"NTH",1917,4,12,16,3.1
200210,200,"UKG",210,"NTH",1918,4,12,16,3.1
200210,200,"UKG",210,"NTH",1919,4,12,16,3.1
200210,200,"UKG",210,"NTH",1920,3,11,14,3.1
200210,200,"UKG",210,"NTH",1921,3,11,14,3.1
200210,200,"UKG",210,"NTH",1922,3,11,14,3.1
200210,200,"UKG",210,"NTH",1923,3,11,14,3.1
200210,200,"UKG",210,"NTH",1924,3,11,14,3.1
200210,200,"UKG",210,"NTH",1925,3,11,14,3.1
200210,200,"UKG",210,"NTH",1926,3,11,14,3.1
200210,200,"UKG",210,"NTH",1927,3,11,14,3.1
200210,200,"UKG",210,"NTH",1928,3,11,14,3.1
200210,200,"UKG",210,"NTH",1929,3,11,14,3.1
200210,200,"UKG",210,"NTH",1930,3,11,14,3.1
200210,200,"UKG",210,"NTH",1931,3,10,13,3.1
200210,200,"UKG",210,"NTH",1932,3,10,13,3.1
200210,200,"UKG",210,"NTH",1933,3,10,13,3.1
200210,200,"UKG",210,"NTH",1934,3,10,13,3.1
200210,200,"UKG",210,"NTH",1935,3,10,13,3.1
200210,200,"UKG",210,"NTH",1936,3,10,13,3.1
200210,200,"UKG",210,"NTH",1937,3,11,14,3.1
200210,200,"UKG",210,"NTH",1938,3,11,14,3.1
200210,200,"UKG",210,"NTH",1939,3,11,14,3.1
200210,200,"UKG",210,"NTH",1940,3,11,14,3.1
200210,200,"UKG",210,"NTH",1945,3,11,14,3.1
200210,200,"UKG",210,"NTH",1946,3,7,10,3.1
200210,200,"UKG",210,"NTH",1947,3,6,9,3.1
200210,200,"UKG",210,"NTH",1948,3,5,8,3.1
200210,200,"UKG",210,"NTH",1949,1,3,4,3.1
200210,200,"UKG",210,"NTH",1950,1,3,4,3.1
200210,200,"UKG",210,"NTH",1951,1,3,4,3.1
200210,200,"UKG",210,"NTH",1952,1,3,4,3.1
200210,200,"UKG",210,"NTH",1953,1,3,4,3.1
200210,200,"UKG",210,"NTH",1954,1,3,4,3.1
200210,200,"UKG",210,"NTH",1955,1,3,4,3.1
200210,200,"UKG",210,"NTH",1956,1,6,7,3.1
200210,200,"UKG",210,"NTH",1957,1,6,7,3.1
200210,200,"UKG",210,"NTH",1958,1,5,6,3.1
200210,200,"UKG",210,"NTH",1959,1,4,5,3.1
200210,200,"UKG",210,"NTH",1960,1,3,4,3.1
200210,200,"UKG",210,"NTH",1961,1,3,4,3.1
200210,200,"UKG",210,"NTH",1962,1,8,9,3.1
200210,200,"UKG",210,"NTH",1963,1,8,9,3.1
200210,200,"UKG",210,"NTH",1964,1,8,9,3.1
200210,200,"UKG",210,"NTH",1965,1,8,9,3.1
200210,200,"UKG",210,"NTH",1966,0,8,8,3.1
200210,200,"UKG",210,"NTH",1967,0,8,8,3.1
200210,200,"UKG",210,"NTH",1968,0,8,8,3.1
200210,200,"UKG",210,"NTH",1969,0,9,9,3.1
200210,200,"UKG",210,"NTH",1970,0,9,9,3.1
200210,200,"UKG",210,"NTH",1971,0,9,9,3.1
200210,200,"UKG",210,"NTH",1972,0,9,9,3.1
200210,200,"UKG",210,"NTH",1973,0,9,9,3.1
200210,200,"UKG",210,"NTH",1974,0,8,8,3.1
200210,200,"UKG",210,"NTH",1975,0,8,8,3.1
200210,200,"UKG",210,"NTH",1976,0,8,8,3.1
200210,200,"UKG",210,"NTH",1977,0,8,8,3.1
200210,200,"UKG",210,"NTH",1978,0,7,7,3.1
200210,200,"UKG",210,"NTH",1979,0,6,6,3.1
200210,200,"UKG",210,"NTH",1980,0,5,5,3.1
200210,200,"UKG",210,"NTH",1981,0,4,4,3.1
200210,200,"UKG",210,"NTH",1982,0,4,4,3.1
200210,200,"UKG",210,"NTH",1983,0,3,3,3.1
200210,200,"UKG",210,"NTH",1984,0,3,3,3.1
200210,200,"UKG",210,"NTH",1985,0,3,3,3.1
200210,200,"UKG",210,"NTH",1986,0,3,3,3.1
200210,200,"UKG",210,"NTH",1987,0,3,3,3.1
200210,200,"UKG",210,"NTH",1988,0,3,3,3.1
200210,200,"UKG",210,"NTH",1989,0,3,3,3.1
200210,200,"UKG",210,"NTH",1990,0,3,3,3.1
200210,200,"UKG",210,"NTH",1991,0,3,3,3.1
200210,200,"UKG",210,"NTH",1992,0,3,3,3.1
200210,200,"UKG",210,"NTH",1993,0,3,3,3.1
200210,200,"UKG",210,"NTH",1994,0,3,3,3.1
200210,200,"UKG",210,"NTH",1995,0,3,3,3.1
200210,200,"UKG",210,"NTH",1996,0,3,3,3.1
200210,200,"UKG",210,"NTH",1997,0,3,3,3.1
200210,200,"UKG",210,"NTH",1998,0,3,3,3.1
200210,200,"UKG",210,"NTH",1999,0,3,3,3.1
200210,200,"UKG",210,"NTH",2000,0,3,3,3.1
200210,200,"UKG",210,"NTH",2001,0,3,3,3.1
200210,200,"UKG",210,"NTH",2002,0,3,3,3.1
200210,200,"UKG",210,"NTH",2003,0,3,3,3.1
200210,200,"UKG",210,"NTH",2004,0,3,3,3.1
200210,200,"UKG",210,"NTH",2005,0,3,3,3.1
200210,200,"UKG",210,"NTH",2006,0,3,3,3.1
200210,200,"UKG",210,"NTH",2007,0,3,3,3.1
200210,200,"UKG",210,"NTH",2008,0,3,3,3.1
200210,200,"UKG",210,"NTH",2009,0,3,3,3.1
200210,200,"UKG",210,"NTH",2010,0,3,3,3.1
200210,200,"UKG",210,"NTH",2011,0,3,3,3.1
200210,200,"UKG",210,"NTH",2012,0,3,3,3.1
200210,200,"UKG",210,"NTH",2013,0,3,3,3.1
200210,200,"UKG",210,"NTH",2014,0,3,3,3.1
200210,200,"UKG",210,"NTH",2015,0,3,3,3.1
200210,200,"UKG",210,"NTH",2016,0,3,3,3.1
200211,200,"UKG",211,"BEL",1889,1,0,1,3.1
200211,200,"UKG",211,"BEL",1890,1,0,1,3.1
200211,200,"UKG",211,"BEL",1891,1,0,1,3.1
200211,200,"UKG",211,"BEL",1892,1,0,1,3.1
200211,200,"UKG",211,"BEL",1893,1,0,1,3.1
200211,200,"UKG",211,"BEL",1894,2,0,2,3.1
200211,200,"UKG",211,"BEL",1895,2,0,2,3.1
200211,200,"UKG",211,"BEL",1896,2,0,2,3.1
200211,200,"UKG",211,"BEL",1897,2,0,2,3.1
200211,200,"UKG",211,"BEL",1898,3,0,3,3.1
200211,200,"UKG",211,"BEL",1899,3,0,3,3.1
200211,200,"UKG",211,"BEL",1900,3,0,3,3.1
200211,200,"UKG",211,"BEL",1901,3,0,3,3.1
200211,200,"UKG",211,"BEL",1902,3,0,3,3.1
200211,200,"UKG",211,"BEL",1903,3,0,3,3.1
200211,200,"UKG",211,"BEL",1904,3,0,3,3.1
200211,200,"UKG",211,"BEL",1905,3,0,3,3.1
200211,200,"UKG",211,"BEL",1906,3,0,3,3.1
200211,200,"UKG",211,"BEL",1907,3,0,3,3.1
200211,200,"UKG",211,"BEL",1908,3,0,3,3.1
200211,200,"UKG",211,"BEL",1909,3,0,3,3.1
200211,200,"UKG",211,"BEL",1910,3,0,3,3.1
200211,200,"UKG",211,"BEL",1911,3,0,3,3.1
200211,200,"UKG",211,"BEL",1912,3,0,3,3.1
200211,200,"UKG",211,"BEL",1913,3,0,3,3.1
200211,200,"UKG",211,"BEL",1914,3,0,3,3.1
200211,200,"UKG",211,"BEL",1915,3,0,3,3.1
200211,200,"UKG",211,"BEL",1916,3,0,3,3.1
200211,200,"UKG",211,"BEL",1917,3,0,3,3.1
200211,200,"UKG",211,"BEL",1918,3,0,3,3.1
200211,200,"UKG",211,"BEL",1919,3,0,3,3.1
200211,200,"UKG",211,"BEL",1920,3,0,3,3.1
200211,200,"UKG",211,"BEL",1921,3,0,3,3.1
200211,200,"UKG",211,"BEL",1922,5,1,6,3.1
200211,200,"UKG",211,"BEL",1923,5,1,6,3.1
200211,200,"UKG",211,"BEL",1924,5,1,6,3.1
200211,200,"UKG",211,"BEL",1925,5,1,6,3.1
200211,200,"UKG",211,"BEL",1926,5,1,6,3.1
200211,200,"UKG",211,"BEL",1927,5,1,6,3.1
200211,200,"UKG",211,"BEL",1928,5,1,6,3.1
200211,200,"UKG",211,"BEL",1929,5,1,6,3.1
200211,200,"UKG",211,"BEL",1930,5,1,6,3.1
200211,200,"UKG",211,"BEL",1931,5,1,6,3.1
200211,200,"UKG",211,"BEL",1932,5,1,6,3.1
200211,200,"UKG",211,"BEL",1933,5,1,6,3.1
200211,200,"UKG",211,"BEL",1934,5,1,6,3.1
200211,200,"UKG",211,"BEL",1935,5,1,6,3.1
200211,200,"UKG",211,"BEL",1936,5,1,6,3.1
200211,200,"UKG",211,"BEL",1937,5,1,6,3.1
200211,200,"UKG",211,"BEL",1938,5,1,6,3.1
200211,200,"UKG",211,"BEL",1939,5,1,6,3.1
200211,200,"UKG",211,"BEL",1940,5,1,6,3.1
200211,200,"UKG",211,"BEL",1945,5,1,6,3.1
200211,200,"UKG",211,"BEL",1946,5,1,6,3.1
200211,200,"UKG",211,"BEL",1947,5,1,6,3.1
200211,200,"UKG",211,"BEL",1948,5,1,6,3.1
200211,200,"UKG",211,"BEL",1949,5,1,6,3.1
200211,200,"UKG",211,"BEL",1950,5,1,6,3.1
200211,200,"UKG",211,"BEL",1951,5,1,6,3.1
200211,200,"UKG",211,"BEL",1952,5,1,6,3.1
200211,200,"UKG",211,"BEL",1953,5,1,6,3.1
200211,200,"UKG",211,"BEL",1954,5,1,6,3.1
200211,200,"UKG",211,"BEL",1955,5,1,6,3.1
200211,200,"UKG",211,"BEL",1956,4,1,5,3.1
200211,200,"UKG",211,"BEL",1957,4,1,5,3.1
200211,200,"UKG",211,"BEL",1958,4,1,5,3.1
200211,200,"UKG",211,"BEL",1959,4,1,5,3.1
200211,200,"UKG",211,"BEL",1960,2,0,2,3.1
200211,200,"UKG",211,"BEL",1961,1,0,1,3.1
200220,200,"UKG",220,"FRN",1816,1,31,32,3.1
200220,200,"UKG",220,"FRN",1817,2,31,33,3.1
200220,200,"UKG",220,"FRN",1818,2,31,33,3.1
200220,200,"UKG",220,"FRN",1819,2,31,33,3.1
200220,200,"UKG",220,"FRN",1820,2,30,32,3.1
200220,200,"UKG",220,"FRN",1821,2,30,32,3.1
200220,200,"UKG",220,"FRN",1822,2,30,32,3.1
200220,200,"UKG",220,"FRN",1823,2,30,32,3.1
200220,200,"UKG",220,"FRN",1824,2,30,32,3.1
200220,200,"UKG",220,"FRN",1825,2,30,32,3.1
200220,200,"UKG",220,"FRN",1826,2,30,32,3.1
200220,200,"UKG",220,"FRN",1827,2,30,32,3.1
200220,200,"UKG",220,"FRN",1828,2,30,32,3.1
200220,200,"UKG",220,"FRN",1829,2,30,32,3.1
200220,200,"UKG",220,"FRN",1830,2,30,32,3.1
200220,200,"UKG",220,"FRN",1831,2,31,33,3.1
200220,200,"UKG",220,"FRN",1832,2,31,33,3.1
200220,200,"UKG",220,"FRN",1833,2,30,32,3.1
200220,200,"UKG",220,"FRN",1834,2,30,32,3.1
200220,200,"UKG",220,"FRN",1835,2,30,32,3.1
200220,200,"UKG",220,"FRN",1836,2,30,32,3.1
200220,200,"UKG",220,"FRN",1837,2,30,32,3.1
200220,200,"UKG",220,"FRN",1838,2,28,30,3.1
200220,200,"UKG",220,"FRN",1839,2,29,31,3.1
200220,200,"UKG",220,"FRN",1840,2,30,32,3.1
200220,200,"UKG",220,"FRN",1841,2,30,32,3.1
200220,200,"UKG",220,"FRN",1842,2,30,32,3.1
200220,200,"UKG",220,"FRN",1843,3,30,33,3.1
200220,200,"UKG",220,"FRN",1844,3,31,34,3.1
200220,200,"UKG",220,"FRN",1845,3,31,34,3.1
200220,200,"UKG",220,"FRN",1846,3,31,34,3.1
200220,200,"UKG",220,"FRN",1847,3,31,34,3.1
200220,200,"UKG",220,"FRN",1848,3,31,34,3.1
200220,200,"UKG",220,"FRN",1849,3,31,34,3.1
200220,200,"UKG",220,"FRN",1850,3,31,34,3.1
200220,200,"UKG",220,"FRN",1851,3,31,34,3.1
200220,200,"UKG",220,"FRN",1852,3,31,34,3.1
200220,200,"UKG",220,"FRN",1853,3,31,34,3.1
200220,200,"UKG",220,"FRN",1854,3,31,34,3.1
200220,200,"UKG",220,"FRN",1855,3,31,34,3.1
200220,200,"UKG",220,"FRN",1856,3,31,34,3.1
200220,200,"UKG",220,"FRN",1857,3,31,34,3.1
200220,200,"UKG",220,"FRN",1858,3,31,34,3.1
200220,200,"UKG",220,"FRN",1859,3,32,35,3.1
200220,200,"UKG",220,"FRN",1860,3,32,35,3.1
200220,200,"UKG",220,"FRN",1861,3,32,35,3.1
200220,200,"UKG",220,"FRN",1862,3,32,35,3.1
200220,200,"UKG",220,"FRN",1863,3,32,35,3.1
200220,200,"UKG",220,"FRN",1864,3,32,35,3.1
200220,200,"UKG",220,"FRN",1865,3,32,35,3.1
200220,200,"UKG",220,"FRN",1866,3,32,35,3.1
200220,200,"UKG",220,"FRN",1867,3,30,33,3.1
200220,200,"UKG",220,"FRN",1868,3,30,33,3.1
200220,200,"UKG",220,"FRN",1869,3,30,33,3.1
200220,200,"UKG",220,"FRN",1870,3,30,33,3.1
200220,200,"UKG",220,"FRN",1871,3,25,28,3.1
200220,200,"UKG",220,"FRN",1872,3,25,28,3.1
200220,200,"UKG",220,"FRN",1873,3,24,27,3.1
200220,200,"UKG",220,"FRN",1874,3,25,28,3.1
200220,200,"UKG",220,"FRN",1875,3,25,28,3.1
200220,200,"UKG",220,"FRN",1876,3,25,28,3.1
200220,200,"UKG",220,"FRN",1877,3,26,29,3.1
200220,200,"UKG",220,"FRN",1878,3,26,29,3.1
200220,200,"UKG",220,"FRN",1879,3,26,29,3.1
200220,200,"UKG",220,"FRN",1880,3,26,29,3.1
200220,200,"UKG",220,"FRN",1881,3,28,31,3.1
200220,200,"UKG",220,"FRN",1882,3,25,28,3.1
200220,200,"UKG",220,"FRN",1883,3,24,27,3.1
200220,200,"UKG",220,"FRN",1884,4,25,29,3.1
200220,200,"UKG",220,"FRN",1885,4,27,31,3.1
200220,200,"UKG",220,"FRN",1886,4,30,34,3.1
200220,200,"UKG",220,"FRN",1887,4,30,34,3.1
200220,200,"UKG",220,"FRN",1888,4,33,37,3.1
200220,200,"UKG",220,"FRN",1889,5,33,38,3.1
200220,200,"UKG",220,"FRN",1890,5,33,38,3.1
200220,200,"UKG",220,"FRN",1891,5,33,38,3.1
200220,200,"UKG",220,"FRN",1892,5,34,39,3.1
200220,200,"UKG",220,"FRN",1893,6,34,40,3.1
200220,200,"UKG",220,"FRN",1894,7,34,41,3.1
200220,200,"UKG",220,"FRN",1895,7,35,42,3.1
200220,200,"UKG",220,"FRN",1896,7,33,40,3.1
200220,200,"UKG",220,"FRN",1897,7,33,40,3.1
200220,200,"UKG",220,"FRN",1898,7,31,38,3.1
200220,200,"UKG",220,"FRN",1899,9,31,40,3.1
200220,200,"UKG",220,"FRN",1900,9,32,41,3.1
200220,200,"UKG",220,"FRN",1901,9,32,41,3.1
200220,200,"UKG",220,"FRN",1902,9,32,41,3.1
200220,200,"UKG",220,"FRN",1903,9,30,39,3.1
200220,200,"UKG",220,"FRN",1904,11,30,41,3.1
200220,200,"UKG",220,"FRN",1905,11,30,41,3.1
200220,200,"UKG",220,"FRN",1906,11,30,41,3.1
200220,200,"UKG",220,"FRN",1907,11,30,41,3.1
200220,200,"UKG",220,"FRN",1908,11,30,41,3.1
200220,200,"UKG",220,"FRN",1909,11,32,43,3.1
200220,200,"UKG",220,"FRN",1910,11,32,43,3.1
200220,200,"UKG",220,"FRN",1911,11,32,43,3.1
200220,200,"UKG",220,"FRN",1912,11,32,43,3.1
200220,200,"UKG",220,"FRN",1913,11,32,43,3.1
200220,200,"UKG",220,"FRN",1914,10,28,38,3.1
200220,200,"UKG",220,"FRN",1915,10,28,38,3.1
200220,200,"UKG",220,"FRN",1916,10,27,37,3.1
200220,200,"UKG",220,"FRN",1917,10,27,37,3.1
200220,200,"UKG",220,"FRN",1918,10,27,37,3.1
200220,200,"UKG",220,"FRN",1919,10,27,37,3.1
200220,200,"UKG",220,"FRN",1920,13,26,39,3.1
200220,200,"UKG",220,"FRN",1921,13,26,39,3.1
200220,200,"UKG",220,"FRN",1922,17,28,45,3.1
200220,200,"UKG",220,"FRN",1923,19,29,48,3.1
200220,200,"UKG",220,"FRN",1924,19,29,48,3.1
200220,200,"UKG",220,"FRN",1925,19,29,48,3.1
200220,200,"UKG",220,"FRN",1926,19,29,48,3.1
200220,200,"UKG",220,"FRN",1927,19,29,48,3.1
200220,200,"UKG",220,"FRN",1928,19,29,48,3.1
200220,200,"UKG",220,"FRN",1929,19,29,48,3.1
200220,200,"UKG",220,"FRN",1930,19,29,48,3.1
200220,200,"UKG",220,"FRN",1931,19,29,48,3.1
200220,200,"UKG",220,"FRN",1932,18,29,47,3.1
200220,200,"UKG",220,"FRN",1933,18,30,48,3.1
200220,200,"UKG",220,"FRN",1934,18,30,48,3.1
200220,200,"UKG",220,"FRN",1935,18,30,48,3.1
200220,200,"UKG",220,"FRN",1936,18,30,48,3.1
200220,200,"UKG",220,"FRN",1937,18,30,48,3.1
200220,200,"UKG",220,"FRN",1938,18,30,48,3.1
200220,200,"UKG",220,"FRN",1939,18,30,48,3.1
200220,200,"UKG",220,"FRN",1940,17,30,47,3.1
200220,200,"UKG",220,"FRN",1941,17,27,44,3.1
200220,200,"UKG",220,"FRN",1942,17,27,44,3.1
200220,200,"UKG",220,"FRN",1944,17,27,44,3.1
200220,200,"UKG",220,"FRN",1945,17,27,44,3.1
200220,200,"UKG",220,"FRN",1946,15,26,41,3.1
200220,200,"UKG",220,"FRN",1947,14,27,41,3.1
200220,200,"UKG",220,"FRN",1948,13,26,39,3.1
200220,200,"UKG",220,"FRN",1949,13,26,39,3.1
200220,200,"UKG",220,"FRN",1950,13,26,39,3.1
200220,200,"UKG",220,"FRN",1951,13,26,39,3.1
200220,200,"UKG",220,"FRN",1952,13,26,39,3.1
200220,200,"UKG",220,"FRN",1953,13,25,38,3.1
200220,200,"UKG",220,"FRN",1954,13,24,37,3.1
200220,200,"UKG",220,"FRN",1955,13,24,37,3.1
200220,200,"UKG",220,"FRN",1956,10,28,38,3.1
200220,200,"UKG",220,"FRN",1957,7,28,35,3.1
200220,200,"UKG",220,"FRN",1958,6,23,29,3.1
200220,200,"UKG",220,"FRN",1959,6,21,27,3.1
200220,200,"UKG",220,"FRN",1960,0,15,15,3.1
200220,200,"UKG",220,"FRN",1961,0,14,14,3.1
200220,200,"UKG",220,"FRN",1962,0,26,26,3.1
200220,200,"UKG",220,"FRN",1963,0,25,25,3.1
200220,200,"UKG",220,"FRN",1964,0,25,25,3.1
200220,200,"UKG",220,"FRN",1965,0,25,25,3.1
200220,200,"UKG",220,"FRN",1966,0,23,23,3.1
200220,200,"UKG",220,"FRN",1967,0,22,22,3.1
200220,200,"UKG",220,"FRN",1968,0,21,21,3.1
200220,200,"UKG",220,"FRN",1969,0,22,22,3.1
200220,200,"UKG",220,"FRN",1970,0,20,20,3.1
200220,200,"UKG",220,"FRN",1971,0,20,20,3.1
200220,200,"UKG",220,"FRN",1972,0,20,20,3.1
200220,200,"UKG",220,"FRN",1973,0,20,20,3.1
200220,200,"UKG",220,"FRN",1974,0,19,19,3.1
200220,200,"UKG",220,"FRN",1975,0,18,18,3.1
200220,200,"UKG",220,"FRN",1976,0,16,16,3.1
200220,200,"UKG",220,"FRN",1977,0,16,16,3.1
200220,200,"UKG",220,"FRN",1978,0,14,14,3.1
200220,200,"UKG",220,"FRN",1979,0,11,11,3.1
200220,200,"UKG",220,"FRN",1980,0,9,9,3.1
200220,200,"UKG",220,"FRN",1981,0,8,8,3.1
200220,200,"UKG",220,"FRN",1982,0,8,8,3.1
200220,200,"UKG",220,"FRN",1983,0,6,6,3.1
200220,200,"UKG",220,"FRN",1984,0,6,6,3.1
200220,200,"UKG",220,"FRN",1985,0,6,6,3.1
200220,200,"UKG",220,"FRN",1986,0,6,6,3.1
200220,200,"UKG",220,"FRN",1987,0,6,6,3.1
200220,200,"UKG",220,"FRN",1988,0,6,6,3.1
200220,200,"UKG",220,"FRN",1989,0,6,6,3.1
200220,200,"UKG",220,"FRN",1990,0,6,6,3.1
200220,200,"UKG",220,"FRN",1991,0,6,6,3.1
200220,200,"UKG",220,"FRN",1992,0,6,6,3.1
200220,200,"UKG",220,"FRN",1993,0,6,6,3.1
200220,200,"UKG",220,"FRN",1994,0,6,6,3.1
200220,200,"UKG",220,"FRN",1995,0,6,6,3.1
200220,200,"UKG",220,"FRN",1996,0,6,6,3.1
200220,200,"UKG",220,"FRN",1997,0,6,6,3.1
200220,200,"UKG",220,"FRN",1998,0,6,6,3.1
200220,200,"UKG",220,"FRN",1999,0,6,6,3.1
200220,200,"UKG",220,"FRN",2000,0,6,6,3.1
200220,200,"UKG",220,"FRN",2001,0,6,6,3.1
200220,200,"UKG",220,"FRN",2002,0,6,6,3.1
200220,200,"UKG",220,"FRN",2003,0,6,6,3.1
200220,200,"UKG",220,"FRN",2004,0,6,6,3.1
200220,200,"UKG",220,"FRN",2005,0,6,6,3.1
200220,200,"UKG",220,"FRN",2006,0,6,6,3.1
200220,200,"UKG",220,"FRN",2007,0,6,6,3.1
